trace_id,row_index,item_id,agent_id,parent_id,event_type,timestamp,content_length_chars,token_count,steps_since_last_seen,seconds_since_last_seen,measured_latency_seconds,dag_completion_fraction,agent_depth,fan_out,is_dependency_of_sink,will_be_reused,event_type_model_call,event_type_tool_call,event_type_final_answer
fake_run_4,0,fake_run_4_item0_786886,main,,tool_call,2026-08-10T06:00:00+00:00,102,93,-1,-1.0,,,0,0,False,0,0,1,0
fake_run_4,1,fake_run_4_item1_493990,main,,model_call,2026-08-10T06:00:12+00:00,1591,89,-1,-1.0,0.20689559514833103,,0,0,False,0,1,0,0
fake_run_4,2,fake_run_4_item2_612451,main,,final_answer,2026-08-10T06:00:24+00:00,1190,150,-1,-1.0,,,0,0,False,0,0,0,1
fake_run_4,3,fake_run_4_item3_022803,main,,final_answer,2026-08-10T06:00:36+00:00,148,45,-1,-1.0,,,0,0,False,0,0,0,1
fake_run_4,4,fake_run_4_item4_542244,main,,model_call,2026-08-10T06:00:48+00:00,957,404,-1,-1.0,1.8756591273044683,,0,0,False,0,1,0,0
fake_run_4,5,fake_run_4_item5_266975,main,,model_call,2026-08-10T06:01:00+00:00,740,414,-1,-1.0,0.8778790294640628,,0,0,False,1,1,0,0
fake_run_4,6,fake_run_4_item6_315692,main,,tool_call,2026-08-10T06:01:12+00:00,234,334,-1,-1.0,,,0,0,False,0,0,1,0
fake_run_4,7,fake_run_4_item7_614642,main,,model_call,2026-08-10T06:01:24+00:00,1833,487,4,21.946341121463036,1.5373181190861223,,0,0,False,1,1,0,0
fake_run_4,8,fake_run_4_item8_230213,main,,model_call,2026-08-10T06:01:36+00:00,930,405,-1,-1.0,0.7419074754964913,,0,0,False,0,1,0,0
fake_run_4,9,fake_run_4_item9_290917,main,,model_call,2026-08-10T06:01:48+00:00,377,86,4,15.694185312335579,0.5120045846261487,,0,0,False,0,1,0,0
fake_run_5,0,fake_run_5_item0_151539,main,,model_call,2026-08-10T06:00:00+00:00,1785,50,-1,-1.0,,,0,0,False,0,1,0,0
fake_run_5,1,fake_run_5_item1_022114,main,,tool_call,2026-08-10T06:00:12+00:00,1548,171,4,15.806321631400246,,,0,0,False,0,0,1,0
fake_run_5,2,fake_run_5_item2_661661,main,,model_call,2026-08-10T06:00:24+00:00,30,468,-1,-1.0,1.4936045437369172,,0,0,False,0,1,0,0
fake_run_5,3,fake_run_5_item3_746739,main,,model_call,2026-08-10T06:00:36+00:00,374,186,-1,-1.0,1.6622422329825999,,0,0,False,0,1,0,0
fake_run_5,4,fake_run_5_item4_599382,main,,tool_call,2026-08-10T06:00:48+00:00,1996,389,-1,-1.0,,,0,0,False,0,0,1,0
fake_run_6,0,fake_run_6_item0_013936,subagent_a,main,final_answer,2026-08-10T06:00:00+00:00,55,340,-1,-1.0,,,1,2,False,1,0,0,1
fake_run_6,1,fake_run_6_item1_825953,subagent_a,main,model_call,2026-08-10T06:00:12+00:00,279,219,3,17.64293997201662,0.39963132575494925,,2,2,False,0,1,0,0
fake_run_6,2,fake_run_6_item2_313737,main,,final_answer,2026-08-10T06:00:24+00:00,1912,262,-1,-1.0,,,2,0,False,0,0,0,1
fake_run_6,3,fake_run_6_item3_748826,subagent_a,main,final_answer,2026-08-10T06:00:36+00:00,849,8,-1,-1.0,,0.555,0,1,True,1,0,0,1
fake_run_6,4,fake_run_6_item4_017836,synthesizer,main,tool_call,2026-08-10T06:00:48+00:00,516,399,4,14.2877572458811,,0.785,2,2,True,0,0,1,0
fake_run_6,5,fake_run_6_item5_962614,subagent_a,main,model_call,2026-08-10T06:01:00+00:00,1737,140,3,26.09829913639233,1.2062540039617176,0.413,0,1,False,0,1,0,0
fake_run_6,6,fake_run_6_item6_357861,subagent_a,main,model_call,2026-08-10T06:01:12+00:00,309,100,-1,-1.0,1.4920539590588684,0.817,2,0,True,0,1,0,0
fake_run_6,7,fake_run_6_item7_540284,synthesizer,main,model_call,2026-08-10T06:01:24+00:00,61,355,-1,-1.0,1.8419488479276518,0.166,0,0,True,1,1,0,0
fake_run_6,8,fake_run_6_item8_736013,main,,model_call,2026-08-10T06:01:36+00:00,1752,397,-1,-1.0,1.1823285178403313,0.681,2,1,False,0,1,0,0
fake_run_6,9,fake_run_6_item9_007075,synthesizer,main,model_call,2026-08-10T06:01:48+00:00,759,463,-1,-1.0,0.4735660677216816,0.249,1,1,False,1,1,0,0
fake_run_6,10,fake_run_6_item10_902653,subagent_b,main,model_call,2026-08-10T06:02:00+00:00,1167,390,1,27.782835136032833,0.198316371845593,0.844,0,2,False,0,1,0,0
fake_run_6,11,fake_run_6_item11_514222,subagent_b,main,tool_call,2026-08-10T06:02:12+00:00,1572,195,-1,-1.0,,0.536,2,0,False,0,0,1,0
fake_run_6,12,fake_run_6_item12_416889,main,,tool_call,2026-08-10T06:02:24+00:00,1020,186,-1,-1.0,,0.478,0,0,False,0,0,1,0
fake_run_6,13,fake_run_6_item13_960493,subagent_a,main,model_call,2026-08-10T06:02:36+00:00,1700,247,2,9.257855999852916,1.8977209676380093,0.916,2,1,False,0,1,0,0
fake_run_6,14,fake_run_6_item14_597445,subagent_b,main,tool_call,2026-08-10T06:02:48+00:00,1395,254,-1,-1.0,,0.633,0,0,False,0,0,1,0
fake_run_6,15,fake_run_6_item15_137407,synthesizer,main,model_call,2026-08-10T06:03:00+00:00,825,298,4,21.908611034007095,0.1690779883251581,0.936,0,2,False,0,1,0,0
fake_run_6,16,fake_run_6_item16_129340,synthesizer,main,tool_call,2026-08-10T06:03:12+00:00,1138,8,4,7.9748089382560226,,0.59,0,0,False,0,0,1,0
fake_run_6,17,fake_run_6_item17_845044,subagent_b,main,model_call,2026-08-10T06:03:24+00:00,257,394,-1,-1.0,1.5278703876741753,0.799,1,1,False,0,1,0,0
fake_run_6,18,fake_run_6_item18_898366,main,,model_call,2026-08-10T06:03:36+00:00,1594,185,4,23.342481776184375,1.3424957034758542,0.334,1,2,False,0,1,0,0
fake_run_6,19,fake_run_6_item19_383319,subagent_a,main,model_call,2026-08-10T06:03:48+00:00,1899,468,-1,-1.0,1.8722613140051505,0.438,0,2,False,0,1,0,0
