trace_id,row_index,item_id,agent_id,parent_id,event_type,timestamp,content_length_chars,token_count,steps_since_last_seen,seconds_since_last_seen,measured_latency_seconds,dag_completion_fraction,agent_depth,fan_out,is_dependency_of_sink,will_be_reused,event_type_model_call,event_type_tool_call,event_type_final_answer
run_3,13,8a0c85b070,subagent_output_results,planner,tool_call,2026-08-12T19:47:07.998364+00:00,33,8,-1,-1.0,,0.8,1,1,False,0,0,1,0
run_3,14,240d4e72d7,subagent_output_results,planner,model_call,2026-08-12T19:47:13.377262+00:00,1087,267,2,5.379718,5.378898,0.8,1,1,False,0,1,0,0
run_3,15,c5a4485f5e,subagent_output_results,planner,model_call,2026-08-12T19:47:13.377262+00:00,1087,267,-1,-1.0,5.378898,0.8,1,1,False,0,1,0,0
run_3,16,9d89fdc4eb,subagent_output_results,planner,model_call,2026-08-12T19:47:13.377262+00:00,1087,267,-1,-1.0,5.378898,0.8,1,1,False,0,1,0,0
run_3,17,a192775c8c,subagent_output_results,planner,final_answer,2026-08-12T19:47:13.378109+00:00,392,85,-1,-1.0,,0.8,1,1,False,0,0,0,1
run_3,18,d97a432aa6,synthesizer,planner,model_call,2026-08-12T19:47:17.092746+00:00,898,193,-1,-1.0,,1.0,1,0,False,0,1,0,0
run_3,19,71cdc54f89,synthesizer,planner,final_answer,2026-08-12T19:47:17.093236+00:00,141,32,-1,-1.0,,1.0,1,0,False,0,0,0,1
run_4,0,89ca2192e3,subagent_get_boiling_point,planner,model_call,2026-08-12T19:47:25.997884+00:00,82,22,-1,-1.0,,0.0,1,1,True,0,1,0,0
run_4,1,758a1bcb93,subagent_get_boiling_point,planner,final_answer,2026-08-12T19:47:25.998351+00:00,286,57,-1,-1.0,,0.0,1,1,True,0,0,0,1
run_4,2,2ca9039ff9,subagent_calculate_fahrenheit,planner,model_call,2026-08-12T19:47:36.095691+00:00,459,106,-1,-1.0,,0.5,1,1,False,0,1,0,0
run_4,3,c7ceea6fa0,subagent_calculate_fahrenheit,planner,final_answer,2026-08-12T19:47:36.097880+00:00,530,129,-1,-1.0,,0.5,1,1,False,0,0,0,1
run_4,4,43e8cae1df,synthesizer,planner,model_call,2026-08-12T19:47:40.061783+00:00,694,162,-1,-1.0,,1.0,1,0,False,0,1,0,0
run_4,5,b6872e89a9,synthesizer,planner,final_answer,2026-08-12T19:47:40.062885+00:00,114,29,-1,-1.0,,1.0,1,0,False,0,0,0,1
run_5,0,20ba689b85,subagent_list_categories,planner,model_call,2026-08-12T19:47:47.492464+00:00,83,21,-1,-1.0,,0.0,1,1,True,1,1,0,0
run_5,1,8a0c85b070,subagent_list_categories,planner,tool_call,2026-08-12T19:47:47.493280+00:00,33,8,-1,-1.0,,0.0,1,1,True,0,0,1,0
run_5,2,20ba689b85,subagent_list_categories,planner,model_call,2026-08-12T19:47:50.926326+00:00,432,118,2,3.433862,3.433046,0.0,1,1,True,0,1,0,0
run_5,3,c5a4485f5e,subagent_list_categories,planner,model_call,2026-08-12T19:47:50.926326+00:00,432,118,-1,-1.0,3.433046,0.0,1,1,True,0,1,0,0
run_5,4,9d89fdc4eb,subagent_list_categories,planner,model_call,2026-08-12T19:47:50.926326+00:00,432,118,-1,-1.0,3.433046,0.0,1,1,True,0,1,0,0
run_5,5,ff2894f213,subagent_list_categories,planner,final_answer,2026-08-12T19:47:50.926717+00:00,212,49,-1,-1.0,,0.0,1,1,True,0,0,0,1
run_5,6,bcd262e880,subagent_find_kitchenware,planner,model_call,2026-08-12T19:47:52.926519+00:00,414,104,-1,-1.0,,0.5,1,1,False,1,1,0,0
run_5,7,e6d9a94a1e,subagent_find_kitchenware,planner,tool_call,2026-08-12T19:47:52.927768+00:00,27,7,-1,-1.0,,0.5,1,1,False,0,0,1,0
run_5,8,bcd262e880,subagent_find_kitchenware,planner,model_call,2026-08-12T19:47:57.722195+00:00,864,211,2,4.795676,4.794427,0.5,1,1,False,0,1,0,0
run_5,9,a446878ff1,subagent_find_kitchenware,planner,model_call,2026-08-12T19:47:57.722195+00:00,864,211,-1,-1.0,4.794427,0.5,1,1,False,0,1,0,0
run_5,10,5b1f025f3b,subagent_find_kitchenware,planner,model_call,2026-08-12T19:47:57.722195+00:00,864,211,-1,-1.0,4.794427,0.5,1,1,False,0,1,0,0
run_5,11,9e7e36d6c7,subagent_find_kitchenware,planner,final_answer,2026-08-12T19:47:57.723516+00:00,328,67,-1,-1.0,,0.5,1,1,False,0,0,0,1
run_5,12,d478a0fe35,synthesizer,planner,model_call,2026-08-12T19:48:04.966791+00:00,498,101,-1,-1.0,,1.0,1,0,False,0,1,0,0
run_5,13,b057847dba,synthesizer,planner,final_answer,2026-08-12T19:48:04.968778+00:00,457,88,-1,-1.0,,1.0,1,0,False,0,0,0,1
run_6,0,ad0473a672,subagent_get_weather_to_korea,planner,model_call,2026-08-12T19:48:15.047854+00:00,71,19,-1,-1.0,,0.0,1,1,False,1,1,0,0
run_6,1,db911f8534,subagent_get_weather_to_korea,planner,tool_call,2026-08-12T19:48:15.048631+00:00,17,7,-1,-1.0,,0.0,1,1,False,0,0,1,0
run_6,2,ad0473a672,subagent_get_weather_to_korea,planner,model_call,2026-08-12T19:48:20.980420+00:00,379,118,2,5.932566,5.931789,0.0,1,1,False,0,1,0,0
run_6,3,e7435dd425,subagent_get_weather_to_korea,planner,model_call,2026-08-12T19:48:20.980420+00:00,379,118,-1,-1.0,5.931789,0.0,1,1,False,0,1,0,0
run_6,4,e43d7d4b79,subagent_get_weather_to_korea,planner,model_call,2026-08-12T19:48:20.980420+00:00,379,118,-1,-1.0,5.931789,0.0,1,1,False,0,1,0,0
run_6,5,2506d01355,subagent_get_weather_to_korea,planner,final_answer,2026-08-12T19:48:20.981332+00:00,154,44,-1,-1.0,,0.0,1,1,False,0,0,0,1
run_6,6,a9ef8a098a,subagent_check_weather_tokyo,planner,model_call,2026-08-12T19:48:23.001779+00:00,303,89,-1,-1.0,,0.3333333333333333,1,1,True,1,1,0,0
run_6,7,db911f8534,subagent_check_weather_tokyo,planner,tool_call,2026-08-12T19:48:23.002844+00:00,17,7,6,7.954213,,0.3333333333333333,1,1,True,0,0,1,0
run_6,8,a9ef8a098a,subagent_check_weather_tokyo,planner,model_call,2026-08-12T19:48:33.617682+00:00,611,188,2,10.615903,10.614838,0.3333333333333333,1,1,True,0,1,0,0
run_6,9,e7435dd425,subagent_check_weather_tokyo,planner,model_call,2026-08-12T19:48:33.617682+00:00,611,188,6,12.637262,10.614838,0.3333333333333333,1,1,True,0,1,0,0
run_6,10,e43d7d4b79,subagent_check_weather_tokyo,planner,model_call,2026-08-12T19:48:33.617682+00:00,611,188,6,12.637262,10.614838,0.3333333333333333,1,1,True,0,1,0,0
run_6,11,94f1917d67,subagent_check_weather_tokyo,planner,final_answer,2026-08-12T19:48:33.619322+00:00,309,68,-1,-1.0,,0.3333333333333333,1,1,True,0,0,0,1
run_6,12,bd227ca2e2,subagent_search_product_catalog,planner,model_call,2026-08-12T19:48:36.081040+00:00,457,106,-1,-1.0,,0.6666666666666666,1,1,False,1,1,0,0
run_6,13,56b885c739,subagent_search_product_catalog,planner,tool_call,2026-08-12T19:48:36.081850+00:00,43,14,-1,-1.0,,0.6666666666666666,1,1,False,0,0,1,0
run_6,14,bd227ca2e2,subagent_search_product_catalog,planner,model_call,2026-08-12T19:48:39.825678+00:00,923,221,2,3.744638,3.743828,0.6666666666666666,1,1,False,0,1,0,0
run_6,15,bd63314694,subagent_search_product_catalog,planner,model_call,2026-08-12T19:48:39.825678+00:00,923,221,-1,-1.0,3.743828,0.6666666666666666,1,1,False,0,1,0,0
run_6,16,5b1f025f3b,subagent_search_product_catalog,planner,model_call,2026-08-12T19:48:39.825678+00:00,923,221,-1,-1.0,3.743828,0.6666666666666666,1,1,False,0,1,0,0
run_6,17,5cae8bd164,subagent_search_product_catalog,planner,final_answer,2026-08-12T19:48:39.826537+00:00,243,45,-1,-1.0,,0.6666666666666666,1,1,False,0,0,0,1
run_6,18,55c4dfdd25,synthesizer,planner,model_call,2026-08-12T19:48:44.084597+00:00,450,85,-1,-1.0,,1.0,1,0,False,0,1,0,0
run_6,19,2a77c7369a,synthesizer,planner,final_answer,2026-08-12T19:48:44.086384+00:00,273,50,-1,-1.0,,1.0,1,0,False,0,0,0,1
run_7,0,c5b3d8581a,subagent_get_press_history,planner,model_call,2026-08-12T19:48:52.667655+00:00,131,30,-1,-1.0,,0.0,1,1,True,1,1,0,0
run_7,1,fc9850d7b4,subagent_get_press_history,planner,tool_call,2026-08-12T19:48:52.668197+00:00,59,14,-1,-1.0,,0.0,1,1,True,0,0,1,0
run_7,2,c5b3d8581a,subagent_get_press_history,planner,model_call,2026-08-12T19:49:16.077379+00:00,1751,398,2,23.409724,23.409182,0.0,1,1,True,0,1,0,0
run_7,3,db7edf045d,subagent_get_press_history,planner,model_call,2026-08-12T19:49:16.077379+00:00,1751,398,-1,-1.0,23.409182,0.0,1,1,True,0,1,0,0
run_7,4,61be675a50,subagent_get_press_history,planner,model_call,2026-08-12T19:49:16.077379+00:00,1751,398,-1,-1.0,23.409182,0.0,1,1,True,0,1,0,0
run_7,5,30201aa466,subagent_get_press_history,planner,final_answer,2026-08-12T19:49:16.078643+00:00,1588,318,-1,-1.0,,0.0,1,1,True,0,0,0,1
run_7,6,5263447ba0,subagent_summarize_press_impact,planner,model_call,2026-08-12T19:49:20.939808+00:00,1819,392,-1,-1.0,,0.5,1,1,False,0,1,0,0
run_7,7,1ee62200cb,subagent_summarize_press_impact,planner,final_answer,2026-08-12T19:49:20.940211+00:00,261,40,-1,-1.0,,0.5,1,1,False,0,0,0,1
run_7,8,dd3b6b3593,synthesizer,planner,model_call,2026-08-12T19:49:24.396256+00:00,414,69,-1,-1.0,,1.0,1,0,False,0,1,0,0
run_7,9,2ca6ed9430,synthesizer,planner,final_answer,2026-08-12T19:49:24.396863+00:00,280,45,-1,-1.0,,1.0,1,0,False,0,0,0,1
run_8,0,af1c8f0e8e,subagent_calculate_interest_rate,planner,model_call,2026-08-12T19:49:34.843910+00:00,94,24,-1,-1.0,,0.0,1,1,True,0,1,0,0
run_8,1,2e3802b032,subagent_calculate_interest_rate,planner,final_answer,2026-08-12T19:49:34.844616+00:00,379,72,-1,-1.0,,0.0,1,1,True,0,0,0,1
run_8,2,279e2eafec,subagent_compound_interest_formula,planner,model_call,2026-08-12T19:49:41.822781+00:00,558,118,-1,-1.0,,0.5,1,1,False,0,1,0,0
run_8,3,20df2aa1bf,subagent_compound_interest_formula,planner,final_answer,2026-08-12T19:49:41.823048+00:00,450,97,-1,-1.0,,0.5,1,1,False,0,0,0,1
run_8,4,61b03da56b,synthesizer,planner,model_call,2026-08-12T19:49:55.447938+00:00,612,132,-1,-1.0,,1.0,1,0,False,0,1,0,0
run_8,5,1a74c00d85,synthesizer,planner,final_answer,2026-08-12T19:49:55.449025+00:00,648,199,-1,-1.0,,1.0,1,0,False,0,0,0,1
run_frames_1,0,105e7fc7d3,subagent_find_hugo_winner_1963,planner,model_call,2026-08-13T07:15:03.060848+00:00,85,26,-1,-1.0,,0.0,1,1,False,1,1,0,0
run_frames_1,1,dbdc1e63f3,subagent_find_hugo_winner_1963,planner,tool_call,2026-08-13T07:15:03.061260+00:00,50,13,-1,-1.0,,0.0,1,1,False,0,0,1,0
run_frames_1,2,105e7fc7d3,subagent_find_hugo_winner_1963,planner,model_call,2026-08-13T07:15:13.508540+00:00,1664,403,2,10.447692,10.44728,0.0,1,1,False,0,1,0,0
run_frames_1,3,8da0c9e9d1,subagent_find_hugo_winner_1963,planner,model_call,2026-08-13T07:15:13.508540+00:00,1664,403,-1,-1.0,10.44728,0.0,1,1,False,0,1,0,0
run_frames_1,4,abba0edcbc,subagent_find_hugo_winner_1963,planner,model_call,2026-08-13T07:15:13.508540+00:00,1664,403,-1,-1.0,10.44728,0.0,1,1,False,0,1,0,0
run_frames_1,5,507e57cfdb,subagent_find_hugo_winner_1963,planner,final_answer,2026-08-13T07:15:13.508922+00:00,367,81,-1,-1.0,,0.0,1,1,False,0,0,0,1
run_frames_1,6,8c396cfaf8,subagent_search_novel_title,planner,model_call,2026-08-13T07:15:26.557841+00:00,530,128,-1,-1.0,,0.3333333333333333,1,1,True,1,1,0,0
run_frames_1,7,ad2763c99a,subagent_search_novel_title,planner,tool_call,2026-08-13T07:15:26.558228+00:00,51,15,-1,-1.0,,0.3333333333333333,1,1,True,0,0,1,0
run_frames_1,8,8c396cfaf8,subagent_search_novel_title,planner,model_call,2026-08-13T07:15:44.256658+00:00,2692,627,2,17.698817,17.69843,0.3333333333333333,1,1,True,0,1,0,0
run_frames_1,9,c1a9da790c,subagent_search_novel_title,planner,model_call,2026-08-13T07:15:44.256658+00:00,2692,627,-1,-1.0,17.69843,0.3333333333333333,1,1,True,0,1,0,0
run_frames_1,10,abba0edcbc,subagent_search_novel_title,planner,model_call,2026-08-13T07:15:44.256658+00:00,2692,627,6,30.748118,17.69843,0.3333333333333333,1,1,True,0,1,0,0
run_frames_1,11,c77a2a7d2e,subagent_search_novel_title,planner,final_answer,2026-08-13T07:15:44.257022+00:00,818,173,-1,-1.0,,0.3333333333333333,1,1,True,0,0,0,1
run_frames_1,12,dbae0c9a96,subagent_read_novel,planner,model_call,2026-08-13T07:15:56.040987+00:00,998,224,-1,-1.0,,0.6666666666666666,1,1,False,0,1,0,0
run_frames_1,13,1b0b69f42c,subagent_read_novel,planner,final_answer,2026-08-13T07:15:56.041944+00:00,557,114,-1,-1.0,,0.6666666666666666,1,1,False,0,0,0,1
run_frames_1,14,9ae9e37f12,synthesizer,planner,model_call,2026-08-13T07:16:05.042683+00:00,726,154,-1,-1.0,,1.0,1,0,False,0,1,0,0
run_frames_1,15,fee88b713c,synthesizer,planner,final_answer,2026-08-13T07:16:05.043039+00:00,374,79,-1,-1.0,,1.0,1,0,False,0,0,0,1
run_frames_10,0,7b88d57730,subagent_search_vice_admiral,planner,model_call,2026-08-13T07:24:20.503692+00:00,171,39,-1,-1.0,,0.0,1,1,True,1,1,0,0
run_frames_10,1,56d71d73dd,subagent_search_vice_admiral,planner,tool_call,2026-08-13T07:24:20.503864+00:00,105,24,-1,-1.0,,0.0,1,1,True,0,0,1,0
run_frames_10,2,a4cb869654,subagent_find_sinking_details,planner,model_call,2026-08-13T07:24:22.871352+00:00,102,29,-1,-1.0,,0.0,1,1,True,0,1,0,0
run_frames_10,3,7dc0c31bd3,subagent_find_sinking_details,planner,tool_call,2026-08-13T07:24:22.871581+00:00,47,15,-1,-1.0,,0.0,1,1,True,0,0,1,0
run_frames_10,4,7b88d57730,subagent_search_vice_admiral,planner,model_call,2026-08-13T07:24:37.562846+00:00,1854,453,4,17.059154,17.058982,0.0,1,1,True,0,1,0,0
run_frames_10,5,d333a6f72e,subagent_search_vice_admiral,planner,model_call,2026-08-13T07:24:37.562846+00:00,1854,453,-1,-1.0,17.058982,0.0,1,1,True,0,1,0,0
run_frames_10,6,5f62c54108,subagent_search_vice_admiral,planner,model_call,2026-08-13T07:24:37.562846+00:00,1854,453,-1,-1.0,17.058982,0.0,1,1,True,1,1,0,0
run_frames_10,7,d35f3e3d77,subagent_search_vice_admiral,planner,final_answer,2026-08-13T07:24:37.565024+00:00,646,124,-1,-1.0,,0.0,1,1,True,0,0,0,1
run_frames_10,8,a4cb869654,subagent_find_sinking_details,planner,model_call,2026-08-13T07:24:51.552345+00:00,1727,434,6,28.680993,28.680764,0.3333333333333333,1,1,True,0,1,0,0
run_frames_10,9,43db703e48,subagent_find_sinking_details,planner,model_call,2026-08-13T07:24:51.552345+00:00,1727,434,-1,-1.0,28.680764,0.3333333333333333,1,1,True,0,1,0,0
run_frames_10,10,5f62c54108,subagent_find_sinking_details,planner,model_call,2026-08-13T07:24:51.552345+00:00,1727,434,4,13.989499,28.680764,0.3333333333333333,1,1,True,0,1,0,0
run_frames_10,11,d49d108968,subagent_find_sinking_details,planner,final_answer,2026-08-13T07:24:51.553747+00:00,709,140,-1,-1.0,,0.3333333333333333,1,1,True,0,0,0,1
run_frames_10,12,81c8187218,subagent_connect_vice_admiral_and_facts,planner,model_call,2026-08-13T07:25:13.820368+00:00,1639,345,-1,-1.0,,0.6666666666666666,1,1,False,0,1,0,0
